GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADF001,ADI001,ADI002,ADJ001,ADJ002,ADK001,ADK002,ADK003,ADK004,ADK005,ADK006,ADK007,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence",410,18239,33072,199455,24624,1781,464,1759,927,4051,6250,9409,19488,134,293564,68687,0,1040,0,11169,1031,6065,5123,0,0,0,29678,785,30,0,0,0,0,0,0,0,0,0,0,0,0,5343
"G2901110","1850","Missouri","290","Lewis","1110","Lewis",448,37071,73483,727283,50101,1847,373,2257,663,4525,8307,18350,68527,160,336730,67104,0,15350,0,19983,20,6306,1456,45,1025,8,94861,950,2224,5,70,6,20,0,13535,35,0,670,0,0,0,13340
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln",849,48444,142854,954011,57893,4452,438,3458,1238,7118,15175,28254,64552,486,567472,70494,0,695758,0,29434,74,10823,2051,4,162,0,119959,1068,1200,0,0,0,5,0,1495,9,0,5987,0,391,0,791
"G2901150","1850","Missouri","290","Linn","1150","Linn",429,18851,66705,253034,22728,1505,424,1934,1001,4230,5758,16411,15570,200,219500,24257,0,344665,0,14634,341,6064,953,0,46,0,47179,1648,873,0,9,52,14,0,5621,96,0,55,0,0,0,36872
"G2901170","1850","Missouri","290","Livingston","1170","Livingston",457,23488,63054,343790,24659,1622,302,1809,732,3772,6111,15889,32233,108,270270,39881,0,52900,0,13558,0,4951,1166,0,4,0,42665,1906,972,2,59,0,3,0,70,6,0,90,0,0,0,32513
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald",326,9711,23234,134100,11844,785,98,976,640,1549,1912,4208,7839,0,145659,7870,0,8187,0,4841,40,2181,1400,0,0,0,26295,885,25,0,0,0,0,0,125,9,5,2,0,0,0,10742
"G2901210","1850","Missouri","290","Macon","1210","Macon",711,33329,79287,358760,38651,2401,388,2784,1247,4648,9732,31773,19131,1278,420023,76683,0,845110,0,20976,2222,11563,3037,20,537,3,99401,3360,954,5,90,8,2,0,33162,216,0,0,0,315,0,24726
"G2901230","1850","Missouri","290","Madison","1230","Madison",515,19955,35089,370767,28687,2092,105,1743,884,2954,4933,17703,11439,151,266690,39505,0,2740,0,10102,1304,9716,5000,0,5,0,45561,540,540,0,11,0,10,0,7673,185,0,9030,0,172,0,494
"G2901270","1850","Missouri","290","Marion","1270","Marion",810,62145,122248,1661153,80680,3697,621,3837,687,8269,17883,32547,105841,532,668653,65384,0,86190,0,39088,532,13315,1973,30,1263,82,144128,2295,4585,19,122,127,498,2,18855,355,0,4662,0,100,0,14830
"G2901290","1850","Missouri","290","Mercer","1290","Mercer",272,10141,18873,118855,13201,712,60,953,387,1785,3528,9740,7311,43,149555,26500,0,18400,0,8575,104,3248,403,6,34,0,33906,348,375,0,12,0,0,0,5069,10,0,2925,0,0,0,40533
"G2901310","1850","Missouri","290","Miller","1310","Miller",369,13434,26308,168061,15580,1706,159,1616,900,3558,6202,10582,14724,156,144994,34603,0,12900,0,11304,43,4379,3385,0,51,0,41815,1450,182,4,9,0,3,0,5600,26,0,160,0,0,0,1160
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi",271,14817,37724,237665,18402,1236,221,1270,490,2085,666,18303,3727,28,354700,4985,0,0,0,1050,99,3951,1663,0,0,0,22955,261,95,0,0,0,0,0,0,0,0,0,0,0,0,5160
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau",761,33866,86187,457451,35374,3016,374,2865,1345,6813,12912,16787,24540,0,343914,68615,0,39550,0,21674,126,8410,2704,20,120,50,63258,592,630,0,1,0,11,0,7621,124,0,2965,0,195,0,2910
"G2901370","1850","Missouri","290","Monroe","1370","Monroe",926,74792,159247,1158495,77929,4161,955,4049,991,10586,19277,23290,43669,1246,793145,130412,0,629412,0,41102,144,13165,5043,43,403,5,133635,3019,4298,2,162,47,10,0,23570,583,0,5659,0,0,0,10281
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery",607,28390,97869,200858,35756,2419,546,2342,876,5139,9181,15382,21170,625,344721,74953,0,353865,0,20696,449,8959,3125,0,735,0,113586,584,1009,0,20,87,8,0,7721,220,0,5018,0,0,0,2432
"G2901410","1850","Missouri","290","Morgan","1410","Morgan",455,22622,54799,291197,28694,2519,335,2571,1108,5704,9693,11751,11933,160,234015,54272,0,850,0,18343,31,6534,2746,0,777,0,69103,1440,572,3,5,0,0,0,6099,384,0,350,0,0,0,9659
"G2901430","1850","Missouri","290","New Madrid","1430","New Madrid",407,28246,57977,547236,33737,1944,478,2135,966,3480,1190,22370,195,0,586260,13260,0,0,0,2419,140,14554,9544,0,0,0,13265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3471
"G2901450","1850","Missouri","290","Newton","1450","Newton",293,14355,19460,170600,17789,1322,215,1280,831,2571,2949,7890,18416,29,196210,31318,0,14690,0,7062,130,3703,4104,50,9,0,43011,1440,66,0,1,0,0,0,2650,16,0,524,0,0,0,3331
"G2901470","1850","Missouri","290","Nodaway","1470","Nodaway",241,9576,35639,234428,12100,630,70,762,550,1744,3194,6775,10208,765,167113,16485,0,2200,0,7487,0,2655,346,0,27,35,32522,1491,64,0,2,0,5,0,1612,19,0,0,0,0,0,12490
"G2901490","1850","Missouri","290","Oregon","1490","Oregon",130,3905,1522,39095,4166,485,25,519,253,837,952,4465,2257,132,69201,5512,0,5220,0,2019,106,1830,2822,0,5,0,13277,470,16,0,5,0,0,0,250,9,0,0,0,0,0,1722
"G2901510","1850","Missouri","290","Osage","1510","Osage",711,23324,50232,332387,21899,2837,421,2568,1015,5234,7010,16286,26229,278,301383,43410,0,99535,0,13244,0,9141,2345,113,665,25,79409,1140,558,0,2,16,16,0,1755,1,0,0,0,0,0,332
"G2901530","1850","Missouri","290","Ozark","1530","Ozark",253,7191,1284,74904,7424,1050,43,1426,571,2036,1690,7340,5090,208,115670,6280,0,6151,0,4218,424,2977,2967,0,0,0,28958,209,0,0,0,0,0,0,849,36,0,595,0,0,0,2748
"G2901570","1850","Missouri","290","Perry","1570","Perry",743,32806,92910,474460,45820,2795,92,2419,1090,3339,5718,18851,65395,40,349280,42916,0,3700,0,11731,141,14226,5009,25,16,0,73845,0,230,0,0,0,0,0,16,18,0,1905,0,0,0,5
"G2901590","1850","Missouri","290","Pettis","1590","Pettis",500,49112,91545,692965,38965,2416,627,2394,2048,4492,11710,16915,20000,155,519434,89915,0,1300,0,25516,64,8706,2777,0,72,0,61398,1627,1244,12,34,0,52,0,2784,74,0,0,0,0,0,14557
"G2901630","1850","Missouri","290","Pike","1630","Pike",989,72672,139549,1399950,83714,5147,1301,4184,1095,9512,21417,29369,106241,1171,748540,85060,0,848830,0,44405,66,14399,5158,0,572,0,138240,765,3695,33,101,20,145,0,10032,320,0,4950,0,0,0,10635
"G2901650","1850","Missouri","290","Platte","1650","Platte",1651,94446,124752,3738215,189292,6288,960,5505,3647,11256,20234,45133,129067,2455,1844287,127392,0,66000,0,59786,200,43630,9176,135,419,0,959811,1027,3551,0,51,0,4345,10,420,0,0,250,0,0,0,136213
"G2901670","1850","Missouri","290","Polk","1670","Polk",543,28565,59367,352391,32271,2729,701,2466,1688,4867,8099,12251,14360,120,308000,104925,0,1087,0,17173,395,6615,5564,0,12,0,60212,2891,308,0,0,0,0,0,3688,793,0,240,0,0,0,5980
"G2901690","1850","Missouri","290","Pulaski","1690","Pulaski",471,15500,18928,205145,21531,2124,181,1886,1141,3547,5034,15030,11352,260,246430,32838,0,4780,0,11894,138,6004,2817,0,10,0,54827,1917,143,0,0,0,0,0,7545,28,0,535,0,23,0,2881
"G2901710","1850","Missouri","290","Putnam","1710","Putnam",202,2005,8724,24360,3434,188,11,233,158,393,1054,2925,680,245,40940,2020,0,2750,0,2203,20,955,30,0,19,0,9843,246,35,0,4,0,0,0,865,24,0,4261,0,86,0,5539
"G2901730","1850","Missouri","290","Ralls","1730","Ralls",541,40420,83947,735124,48761,2500,487,2414,480,5734,13275,21173,61427,0,495435,49603,0,18350,0,29388,10,6960,2121,0,464,0,78274,1951,2291,4,145,0,66,0,3370,200,0,3195,0,47,0,3908
"G2901750","1850","Missouri","290","Randolph","1750","Randolph",993,62420,134212,983402,71799,3971,1077,3735,1390,6642,17087,29639,35483,2095,668195,109830,0,2262796,0,38309,1440,14972,4934,20,404,27,138768,3675,2578,11,85,81,22,1,17368,464,1,4171,0,136,0,20907
"G2901770","1850","Missouri","290","Ray","1770","Ray",833,46704,127398,1085373,71040,3280,675,3762,1879,7005,12876,28482,48003,70,655020,138641,0,516906,0,27277,3400,12363,2468,0,177,25,183137,5079,1226,10,35,0,431,0,6802,9,1,7640,0,35,0,29376
"G2901790","1850","Missouri","290","Reynolds","1790","Reynolds",145,4916,3440,72275,6529,863,25,727,349,1112,2130,8139,2882,153,75925,7551,0,1100,0,2793,105,2559,1582,20,12,0,10900,0,54,0,0,0,0,0,1305,24,0,200,0,0,0,0
"G2901810","1850","Missouri","290","Ripley","1810","Ripley",258,8310,2785,80130,11206,1047,107,1011,540,1899,1496,10519,2808,82,115241,8603,0,4870,0,3000,253,2913,2782,0,0,0,24225,664,2,0,0,0,0,0,10,1,0,833,0,0,0,470
"G2901830","1850","Missouri","290","St Charles","1830","St Charles",1035,56371,122558,1587955,121361,4511,261,4543,1282,9089,10425,30957,122902,396,658001,114658,0,210712,0,21028,393,28930,3047,1031,352,482,122390,32992,2369,41,56,92,34,0,2518,52,0,40,0,15,0,7428
"G2901850","1850","Missouri","290","St Clair","1850","St Clair",327,15791,51047,182475,19713,1260,373,1963,1154,4493,4977,8015,13208,53,126615,56285,0,8700,0,9139,140,3100,2287,0,392,0,59082,445,638,0,15,0,0,1,4031,96,0,300,0,5,0,15525
"G2901860","1850","Missouri","290","Ste Genevieve","1860","Ste Genevieve",425,18428,59020,288516,22988,1603,89,1653,1019,2427,1893,11521,30183,254,195214,34413,0,43600,0,4333,343,11537,1295,330,54,765,34698,880,453,0,44,28,0,0,2525,26,0,200,0,204,0,996
"G2901870","1850","Missouri","290","St Francois","1870","St Francois",437,19188,50779,374295,24908,2038,128,1558,820,2537,4153,14872,14741,52,226759,32191,0,6613,0,8953,324,10162,3517,0,10,0,46734,809,1114,0,25,0,4,0,4380,102,0,2020,0,145,0,321
"G2901890","1850","Missouri","290","St Louis","1890","St Louis",1294,70983,120774,6001924,141317,4711,489,5938,1227,7114,6309,28839,98430,2505,668210,138837,0,10300,0,13245,764,70051,10690,1488,715,500,203482,2195,14169,36,861,25,116,0,1690,58,1,100,0,20,0,5953
"G2901950","1850","Missouri","290","Saline","1950","Saline",587,47033,139916,1176880,57464,3000,1026,3336,2348,9820,10414,25838,42146,100,539030,65347,0,287533,0,20583,129,12067,2553,0,10,0,97775,2675,2595,0,42,1,1559,0,160,8,0,0,0,0,0,12818
"G2901970","1850","Missouri","290","Schuyler","1970","Schuyler",446,16121,35828,195654,22165,1024,94,1289,486,1664,4954,12399,7395,1087,221780,21996,0,28900,0,12584,162,5180,405,60,843,0,37738,1440,415,0,18,20,4,0,5903,893,15,2775,0,38,0,19973
"G2901990","1850","Missouri","290","Scotland","1990","Scotland",384,23461,57969,374245,28070,1611,171,1760,688,3069,5869,19604,14461,1525,236370,40345,0,7400,0,14669,415,4443,339,20,534,0,53375,14395,778,0,3,0,12,0,2047,47,0,10,0,0,0,14001
"G2902010","1850","Missouri","290","Scott","2010","Scott",208,9977,33200,194300,17591,962,152,932,423,1620,1119,10715,3700,70,169100,9365,0,7000,0,2177,23,5546,3366,35,48,0,25590,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902030","1850","Missouri","290","Shannon","2030","Shannon",152,3613,167,34577,4536,599,11,477,300,771,1369,4569,2248,38,56713,4639,0,2303,0,2937,76,1776,1025,0,31,0,10416,330,1,0,0,0,0,0,891,15,0,1045,0,41,0,1098
"G2902050","1850","Missouri","290","Shelby","2050","Shelby",397,22522,63414,436160,33341,1467,131,1833,402,3810,6181,17931,22477,2199,278435,33718,0,36790,0,14446,91,9488,871,600,2277,0,67655,1669,2335,0,13,0,25,0,7528,149,0,0,0,0,0,12576
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard",418,13124,8829,119691,20475,1310,179,1333,489,2060,1078,20172,5972,26,151094,17260,0,11118,0,2961,228,4878,3248,0,0,0,33174,234,63,2,31,5,5,0,661,15,0,868,0,94,0,12756
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan",317,14108,45968,252345,22298,1077,119,1398,568,2441,4788,13876,11482,425,176789,15974,0,33675,0,11420,138,2751,1263,0,281,0,35648,481,1201,2,52,0,0,0,4925,83,0,1049,0,30,0,21248
"G2902130","1850","Missouri","290","Taney","2130","Taney",509,13544,22534,203270,21420,2046,263,2276,1059,4891,5272,17407,11557,180,301116,38826,0,16100,0,10657,1089,7193,6368,10,0,0,78585,2630,229,0,4,0,0,0,4560,678,18,4715,0,78,0,7085
"G2902150","1850","Missouri","290","Texas","2150","Texas",232,6991,7576,93350,5443,957,23,907,1195,1444,1933,6608,2848,38,112042,5957,0,3490,0,3495,81,4252,2359,0,0,0,32127,545,6,0,0,0,0,0,1670,5,0,0,0,0,0,195
"G2902190","1850","Missouri","290","Warren","2190","Warren",744,32176,85515,612348,44102,2369,157,2457,767,4806,7565,18706,35732,649,365496,52831,0,431000,0,17090,186,12111,3860,75,270,0,65907,912,730,1,12,2027,14,0,3221,262,0,1390,0,24,0,613
"G2902210","1850","Missouri","290","Washington","2210","Washington",713,36139,86606,709461,46041,3374,247,3231,1520,5008,7607,25539,30299,320,334348,79112,0,100,0,13244,825,13904,3028,10,73,0,69639,2306,1330,47,17,0,0,0,5761,225,3,3071,0,310,0,84
"G2902230","1850","Missouri","290","Wayne","2230","Wayne",478,16822,33457,221975,19243,1839,85,1956,660,2770,3020,17606,10072,4,253138,21678,0,1700,0,6199,3,4945,7292,0,33,0,26475,318,221,0,2,0,0,0,2114,9,0,5193,0,0,0,1097
"G2902290","1850","Missouri","290","Wright","2290","Wright",371,10991,10982,133425,16717,1486,230,1444,918,2361,4619,11515,8631,40,194695,32730,0,10400,0,8510,1017,6976,4854,0,0,0,67265,305,98,0,8,0,0,0,8441,247,0,0,0,0,0,17742
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap",2438,143524,67408,3747515,127195,2000,0,6060,4516,8226,17516,4226,14028,6469,118007,41092,0,0,0,53681,5218,335092,0,2638,947,0,471143,273789,38445,0,57,20,0,0,221,1,0,30448,0,0,0,6405
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll",2805,152631,142843,3500651,174417,2701,0,7627,6554,9237,16069,5856,13104,10524,147715,50467,0,0,0,45140,8930,340278,0,314,860,60,570188,132786,34675,0,87,7380,0,0,985,10,130,98017,0,55,0,5313
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire",2805,278697,94993,5801093,212631,3764,1,9548,5046,13651,49667,6064,6897,23657,177301,121191,0,0,0,152190,5722,364501,0,28071,2594,0,758181,437681,67129,247,906,5105,0,0,238,2,0,226153,0,3896,0,13820
"G3300070","1850","New Hampshire","330","Coos","0070","Coos",1439,90339,113224,1611348,117183,1781,18,4946,3241,6625,18877,3679,22197,3492,40376,99773,0,50,0,48143,4608,256928,0,4038,38721,5,358445,206189,30795,106,4220,3182,0,0,893,36,1,157057,0,300,0,5740
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton",5063,401145,263690,7838130,475435,5832,0,15795,9341,21044,107571,7465,64359,20202,228799,244177,0,0,0,280859,13388,1006237,0,2110,10278,20,1278984,573957,103001,431,1007,18962,0,0,3229,102,60,397754,0,2421,0,38952
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough",3675,317294,111482,7994720,295032,4707,0,13692,6682,14996,22706,8995,12038,53658,205634,110571,0,0,0,67331,7140,340719,0,14377,3345,63,1014774,335324,76350,3,671,135562,0,0,94,0,0,21694,0,29,0,15262
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack",3220,288109,123429,7397930,306962,4343,0,11387,7643,15920,54475,9403,22126,23310,231610,122247,0,0,0,156221,8249,500051,0,3925,3098,6,790950,479435,82003,9,336,47342,0,0,286,3,0,40657,0,807,0,9969
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham",3811,236069,102986,9141870,327907,3941,0,11333,7723,8804,15856,8274,4115,19601,201359,62407,0,0,0,44475,7538,668395,0,5398,565,187,736222,289566,72185,0,197,2,0,0,77,0,0,1857,0,167,0,10735
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford",1844,136226,48629,4311765,137197,1996,0,5948,4175,5690,10519,4664,2732,7418,100260,23453,0,0,0,28739,4981,309998,0,3830,27,3,417294,192261,40233,0,29,21500,0,0,319,0,0,4820,0,154,0,2917
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan",2129,207454,72242,3900975,140166,3168,0,7941,4106,10413,71500,4861,24062,14786,122609,98003,0,0,0,231697,5082,182720,0,5555,4830,0,580875,275575,54038,33,561,18119,0,0,1310,35,0,320406,0,1982,0,8027
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic",327,15006,34585,685425,27386,598,88,1181,203,2224,1549,2169,7382,8350,68868,3674,0,20,0,3518,464,16592,5053,0,673,0,38942,0,9569,0,212,342,0,0,0,0,0,0,0,0,0,1677
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen",1128,80494,28234,6238110,279166,2373,92,3998,1088,1882,1711,4886,9350,76745,150709,57686,0,290,0,3418,264,166368,0,115,48724,83,328759,20,16582,128,18,0,0,0,65,4,0,232,0,0,0,6648
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington",1638,132017,40670,11666550,316217,5203,413,12545,572,8004,20981,35376,152369,118920,883011,159398,0,0,0,43781,2048,364461,47682,10,29744,255,688868,238940,41783,115,582,0,0,0,0,0,0,0,0,0,0,3050
"G3400070","1850","New Jersey","340","Camden","0070","Camden",731,53968,77416,4651048,153622,1924,377,3669,57,1330,2133,9107,66440,22138,259684,22139,0,0,0,2777,27,307869,65191,0,10620,0,299856,20882,12946,25,3,297,0,0,0,0,0,0,0,30,0,2554
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May",285,14310,37653,824950,21871,504,15,1438,181,1944,3849,1905,16334,1402,84915,11027,0,0,0,10149,5,14587,3961,0,61,0,46269,0,9972,0,4,0,0,0,0,0,0,0,0,0,0,0
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland",884,48469,71646,2754375,123986,2090,129,3565,236,4534,5846,6627,78000,4864,370267,84408,0,0,0,13830,529,116144,21169,0,21835,2,174802,4340,21795,900,1409,302,0,0,0,0,0,0,0,25,0,8497
"G3400130","1850","New Jersey","340","Essex","0130","Essex",1745,76949,23407,6988985,230581,2997,61,6133,1089,3985,2344,5539,34637,23653,297076,151765,0,0,0,6466,1134,159148,134,373,24611,234,378233,685,29287,124,526,0,0,0,350,17,0,0,0,0,0,4556
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester",954,68810,52897,4548128,191372,2529,149,4029,27,1987,2758,11423,59037,32366,380221,11336,0,0,0,3079,0,253964,254870,0,12111,782,257022,12295,14152,43,82,4,0,0,0,0,0,0,0,0,0,0
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson",254,9223,7729,2964995,54860,498,26,1035,308,501,179,1157,3663,6047,37155,9673,0,0,0,132,0,32885,0,135,3998,60,49893,0,4161,3,0,81,0,0,0,0,0,0,0,0,0,1135
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon",2486,196342,49322,11474186,513298,7793,182,10691,643,7067,24541,24613,188828,133662,954788,679539,0,0,0,60489,1211,78526,208,892,103271,0,975679,700,32247,10191,3481,137,0,0,122153,9563,0,0,0,580,0,14171
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer",1051,95380,21587,6336970,255101,3397,212,5248,233,3083,7457,12603,124735,22635,468670,376123,0,0,0,17793,1334,91924,4398,114,38593,77,453978,6840,20481,1987,984,25,0,0,28702,1728,17,0,0,0,0,7595
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex",1523,115938,42106,6712960,267328,3587,630,5979,717,4234,3970,10154,78022,37489,438668,213954,0,0,0,5587,417,123076,3948,225,52678,0,501648,50,22267,266,356,0,0,0,935,21,0,0,0,310,0,9343
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth",2014,145739,82440,11522920,425908,5455,736,8186,1006,6727,13696,26426,152904,82833,841072,158546,0,0,0,31543,498,773272,40577,1044,35647,38,628602,36185,29120,234,1258,365,0,0,0,0,0,0,0,0,0,9572
"G3400270","1850","New Jersey","340","Morris","0270","Morris",1843,136543,99542,7981997,303198,4516,106,8852,1879,6838,14919,11836,61326,71571,524366,281381,0,0,0,41213,1577,135271,247,1671,103262,24,774591,5584,39092,1010,456,0,0,0,3483,439,2,5,0,0,0,16005
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean",379,26466,28387,1089300,56303,718,215,1629,262,1913,3029,4745,12063,22083,108447,8151,0,0,0,6385,31,38219,2152,30,2889,0,78059,11500,6679,0,0,81,0,0,0,0,0,0,0,0,0,770
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic",610,34152,62203,3204977,97074,1124,57,2655,904,2266,1954,3173,8096,41509,140213,41446,0,0,0,5320,1609,79169,0,343,31309,161,238470,1932,11025,57,74,129,0,0,310,0,0,280,0,0,0,9125
"G3400330","1850","New Jersey","340","Salem","0330","Salem",1313,105956,38942,6648373,287497,4111,294,5987,92,5279,9316,12916,173871,14427,825622,226918,0,0,0,18822,1633,190745,57570,80,25299,0,399097,24953,27822,3942,49933,188,0,0,0,0,0,0,0,0,0,3583
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset",1550,137700,27212,7872377,315448,4662,103,7296,859,5200,14869,10181,109367,80913,685673,498922,0,0,0,27466,1241,62718,855,1309,37425,70,564573,520,26631,5165,2602,108,0,0,19916,3416,0,5,0,0,0,19999
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex",1653,149582,94895,8390180,213465,4390,33,16816,1426,7307,8309,30115,66006,229795,459254,151011,0,0,0,24874,125,110020,0,28,178188,0,1816610,330,37711,865,477,69,0,0,1566,94,4,1360,0,9,0,21035
"G3400410","1850","New Jersey","340","Warren","0410","Warren",1537,124947,64082,7680705,291822,5486,171,7804,288,4150,17078,25419,198760,224176,781025,230966,0,0,0,48754,27,92278,0,123,117996,25,793259,0,22628,3225,594,5,0,0,5485,1243,0,315,0,0,0,17379
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo",164,13436,806,144379,9436,568,1937,787,1634,1928,153048,880,17701,0,39303,0,0,0,0,8500,2300,3,0,0,100,390,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",472,30417,2644,414809,15123,940,1799,814,1880,1951,54998,1585,31163,0,56483,0,0,0,0,15070,4001,0,0,0,0,0,0,3170,0,0,0,0,0,0,0,0,0,0,0,0,3524,0
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel",177,42880,0,190167,17637,435,680,2351,1433,320,26726,381,11381,0,33862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna",194,3197,0,124459,5503,785,777,189,817,1741,32075,328,9740,0,24373,0,0,6911,0,2825,728,0,0,5,0,0,3,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe",713,19081,82206,171447,10291,333,1171,757,1117,1281,23770,329,11499,0,26962,5,0,1128,0,6506,544,0,0,0,0,0,58,2114,0,0,0,0,0,0,0,0,0,0,0,0,414,2
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos",651,10469,11608,192293,5032,992,1217,740,2055,1180,23755,2329,72049,0,26633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia",1379,46721,27106,416368,14938,1026,1073,4997,3321,1684,62899,1482,42983,0,157795,0,0,428,0,0,8115,0,0,0,0,1973,0,20,0,0,0,0,0,0,0,0,0,0,0,0,298,0
"G3600010","1850","New York","360","Albany","0010","Albany",2903,228505,68877,11339756,470878,8587,4,12155,2496,7723,37558,25285,18471,251252,244411,648389,0,0,0,99295,22230,406040,2229,80793,212977,118,970142,58804,71804,603,1458,123,0,0,7203,753,54,13032,0,490,0,35851
"G3600030","1850","New York","360","Allegany","0030","Allegany",3173,191969,186320,5540150,361897,7054,33,14926,3099,19682,103219,11453,183631,3100,133700,504466,0,0,0,270212,29552,258870,80,23152,39882,1037,1141162,1145391,73212,281,3019,218,0,0,7861,883,0,585550,0,3458,0,41048
"G3600070","1850","New York","360","Broome","0070","Broome",2497,158392,131070,5586307,197036,4232,5,12131,3772,11145,30650,8393,60201,39953,159616,409390,0,20,0,77296,1810,190262,0,1924,63321,0,1197882,42007,52637,52,386,38787,0,0,3109,103,0,113026,0,330,0,14756
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus",3655,206850,261859,6216993,359333,7387,3,19949,4843,26560,71638,12585,104715,849,183978,722389,0,0,0,176796,17303,350873,0,12246,23732,6,1522649,1382963,79526,55,2376,40,0,0,9839,435,0,788631,0,991,0,50332
"G3600110","1850","New York","360","Cayuga","0110","Cayuga",4228,298633,99863,15086322,541770,12503,9,18113,3428,19905,122446,28769,468730,29695,704954,735441,0,0,0,367085,5691,281692,27,303953,46784,0,1673315,217413,72590,2545,1678,1442,0,0,10761,1324,0,109048,0,410,0,34678
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua",5163,310733,281581,10836732,374653,10281,2,32382,6055,34083,137453,17663,185734,2120,513827,614392,0,0,0,369997,11311,319026,25,24207,10287,190,2706612,2271890,125947,114,1889,5735,0,0,15177,1333,511,787408,0,581,0,36170
"G3600150","1850","New York","360","Chemung","0150","Chemung",2170,124715,108557,6352356,251873,4865,4,10016,2278,7552,22597,12051,223340,2559,166804,368450,0,0,0,70953,2288,108051,16,28602,57222,0,829421,34829,40106,348,981,50,0,0,1042,21,0,34123,0,682,0,31746
"G3600170","1850","New York","360","Chenango","0170","Chenango",4406,332909,169082,9555848,436606,8757,4,30873,5223,22002,88811,16282,51479,49280,278113,669866,0,0,0,266026,4084,280817,20,28668,43473,0,3069421,1069331,124453,192,1390,26674,0,0,12606,461,200,547382,0,1106,0,29666
"G3600190","1850","New York","360","Clinton","0190","Clinton",2095,133578,102504,4256119,198170,5717,4,5816,1475,7594,31725,9179,75415,19351,129782,254654,0,0,0,144190,23487,352167,0,6033,48097,64,609047,124450,36584,20,621,708,0,0,615,18,0,147643,0,830,0,28458
"G3600210","1850","New York","360","Columbia","0210","Columbia",2511,297483,62066,15684468,492516,7901,10,13538,3921,10336,103532,38278,17839,526450,560079,972015,0,0,0,278772,2287,409472,25,14653,148241,411,1571984,132803,74478,6,322,425,0,0,2950,169,12,840,0,32,0,39420
"G3600230","1850","New York","360","Cortland","0230","Cortland",2465,165447,95312,5405547,351481,5721,7,20020,2610,14052,38660,10211,45662,11110,201988,425180,0,0,0,119060,8518,186629,0,58002,31961,20,1989208,1071690,73871,866,1585,10327,0,0,42916,1978,22,521053,0,2946,0,24360
