GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,area_sq_km,population_total,population_nonwhite_free,population_nonwhite_free_female,population_nonwhite_free_male,population_nonwhite_slave,population_nonwhite_slave_female,population_nonwhite_slave_male,population_urban_over_2500,population_urban_over_25000,population_white_free,population_white_free_female,population_white_free_male,nativity_born_out_of_country,nativity_born_out_of_state,farms_land_improved,farms_land_unimproved,farms_total,farms_value_farms,farms_value_tools,livestock_horses,livestock_milk_cows,livestock_mules,livestock_other_cattle,livestock_oxen,livestock_pigs,livestock_sheep,crops_barley,crops_beeswax_honey,crops_buckwheat,crops_butter,crops_cane_molasses,crops_cane_sugar,crops_cheese,crops_clover_seed,crops_dew_hemp,crops_flax,crops_flaxseed,crops_ginned_cotton,crops_grass_seed,crops_hay,crops_hops,crops_indian_corn,crops_irish_potatoes,crops_maple_molasses,crops_maple_sugar,crops_oats,crops_peas_beans,crops_rice,crops_rye,crops_silk_cocoon,crops_sweet_potatoes,crops_tobacco,crops_water_hemp,crops_wheat,crops_wine,crops_wool,learning_academies_other,learning_colleges,learning_public_schools,learning_pupils_academies_other,learning_pupils_colleges,learning_pupils_public_schools,learning_teachers_academies_others,learning_teachers_college,learning_teachers_public_schools,students_foreign_born,students_free_colored,students_free_colored_female,students_free_colored_male,students_free_white,students_free_white_female,students_free_white_male,students_native,churches_baptist,churches_christian,churches_moravian,churches_congregational,churches_dutch_reformed,churches_episcopal,churches_free,churches_german_reformed,churches_jewish,churches_lutheran,churches_mennonite,churches_methodist,churches_minor_sects,churches_presbyterian,churches_protestant,churches_quakers,churches_roman_catholic,churches_swedenborgian,churches_tunker,churches_union,churches_unitarian,churches_universalist,births_free,births_slave,births_total,marriages_total,deaths_free,deaths_slave,sex_female,sex_male,age_00_to_01,age_01_to_04,age_05_to_09,age_10_to_14,age_15_to_19,age_20_to_29,age_30_to_39,age_40_to_49,age_50_to_59,age_60_to_69,age_70_to_79,age_80_to_89,age_90_to_99,age_over_100,age_unknown,sexage_female_00_to_01,sexage_female_01_to_04,sexage_female_05_to_09,sexage_female_10_to_14,sexage_female_15_to_19,sexage_female_20_to_29,sexage_female_30_to_39,sexage_female_40_to_49,sexage_female_50_to_59,sexage_female_60_to_69,sexage_female_70_to_79,sexage_female_80_to_89,sexage_female_90_to_99,sexage_female_over_100,sexage_female_unknown,sexage_male_00_to_01,sexage_male_01_to_04,sexage_male_05_to_09,sexage_male_10_to_14,sexage_male_15_to_19,sexage_male_20_to_29,sexage_male_30_to_39,sexage_male_40_to_49,sexage_male_50_to_59,sexage_male_60_to_69,sexage_male_70_to_79,sexage_male_80_to_89,sexage_male_90_to_99,sexage_male_over_100,sexage_male_unknown,dwellings_total,transport_rail,transport_water
G0100630,1850,Alabama,10,Greene,630,Greene,2516.77727219665,31441,49,21,28,22127,10935,11192,0,0,9265,4525,4740,139,3600,239367,287360,1310,3705218,270481,4438,7070,3945,12769,2175,65111,12962,79,40559,4,137923,1170,18,44,65,0,0,0,25680,66,186,73,1336144,11031,0,0,121658,40755,34803,1239,0,268267,770,0,17815,7,26937,7,0,33,312,715,17,34,0,0,0,0,0,0,1923,843,1080,1923,11,0,NA,NA,NA,1,0,NA,NA,0,NA,11,0,12,NA,NA,0,NA,NA,0,0,0,241,640,881,NA,196,429,15481,15960,875,4597,4591,3860,3510,5876,3659,2280,1255,621,222,67,16,12,0,470,2316,2297,1955,1774,2878,1673,1112,563,290,101,34,11,7,0,405,2281,2294,1905,1736,2998,1986,1168,692,331,121,33,5,5,0,1730,0,0
G0100655,1850,Alabama,10,Hancock,655,Hancock,2347.95201845016,1542,0,0,0,62,27,35,0,0,1480,741,739,0,351,6829,5258,144,40139,4745,401,712,25,1127,226,8159,949,2,1815,0,12199,0,0,234,0,0,0,0,26,0,0,0,39624,694,0,70,1920,258,13,18,0,7366,2391,0,260,0,1594,0,0,4,0,74,0,4,0,0,0,0,0,0,155,69,86,155,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,45,2,47,NA,0,0,768,774,45,252,291,228,181,220,153,88,52,19,9,3,1,0,0,15,121,149,114,95,122,77,38,20,10,5,2,0,0,0,30,131,142,114,86,98,76,50,32,9,4,1,1,0,0,251,0,0
G0100670,1850,Alabama,10,Henry,670,Henry,2622.93794404454,9019,1,0,1,2242,1085,1157,0,0,6776,3227,3549,10,3234,52919,85004,671,603240,74549,1665,5419,382,7938,1063,34776,5699,0,12947,0,47005,36133,873,390,0,0,0,0,5235,0,0,0,277356,0,0,0,36763,10137,63191,0,0,93340,0,0,2087,0,9438,3,0,20,115,411,5,21,0,0,0,0,0,0,788,316,472,788,13,0,NA,NA,NA,0,0,NA,NA,0,NA,13,0,0,NA,NA,0,NA,NA,0,0,0,192,50,242,NA,58,28,4312,4707,241,1341,1466,1245,1119,1523,903,649,308,156,43,19,3,3,0,119,652,706,612,551,716,432,296,129,60,24,13,0,2,0,122,689,760,633,568,807,471,353,179,96,19,6,3,1,0,1142,0,0
G0100710,1850,Alabama,10,Jackson,710,Jackson,2707.29025722441,14088,42,22,20,2292,1137,1155,0,0,11754,5823,5931,10,4114,73333,158696,856,952486,68795,4041,4555,496,8995,1654,54788,10483,0,16059,0,104452,0,0,1821,0,0,0,0,2382,25,16,0,796201,13413,0,330,72016,8335,436,113,0,43652,13555,0,2335,0,20769,1,0,19,40,453,1,19,0,0,0,0,0,0,1649,684,965,1649,21,0,NA,NA,NA,0,0,NA,NA,0,NA,10,0,1,NA,NA,0,NA,NA,0,0,0,336,81,417,NA,104,33,6982,7106,404,2037,2264,2165,1596,2453,1369,903,482,284,93,30,5,2,1,208,934,1094,990,851,1280,727,478,224,130,48,14,2,2,0,196,1103,1170,1175,745,1173,642,425,258,154,45,16,3,0,1,2000,0,1
G0100730,1850,Alabama,10,Jefferson,730,Jefferson,2727.33174800071,8989,8,6,2,2267,1190,1077,0,0,6714,3262,3452,22,2174,51921,85438,752,580808,55521,1755,3450,674,6016,1009,29265,4414,15,22346,0,77429,0,0,933,0,0,0,0,2451,0,1,0,342743,1154,0,0,22861,3085,2640,99,0,45022,1355,0,2040,0,10319,0,0,14,0,350,0,14,0,0,0,0,0,0,1043,444,599,1043,9,0,NA,NA,NA,0,0,NA,NA,0,NA,6,0,3,NA,NA,0,NA,NA,0,0,0,242,67,309,NA,42,13,4458,4531,301,1209,1618,1099,1190,1495,890,523,348,193,87,26,9,1,0,148,610,800,542,579,797,411,261,176,80,36,14,3,1,0,153,599,818,557,611,698,479,262,172,113,51,12,6,0,0,1140,0,0
G0100770,1850,Alabama,10,Lauderdale,770,Lauderdale,1867.34844923058,17172,60,37,23,6015,2967,3048,0,0,11097,5479,5618,106,4542,98646,141602,1180,1637935,103888,3666,3531,1307,5752,1603,43405,11849,52,9972,165,104913,0,0,582,0,0,300,0,10606,13,1474,0,785145,17134,0,0,80529,15462,1024,1731,0,52159,6849,0,16301,0,19538,8,0,31,283,909,12,33,0,0,0,0,0,0,1739,819,920,1739,11,1,NA,NA,NA,1,0,NA,NA,0,NA,19,0,3,NA,NA,0,NA,NA,0,0,0,357,144,501,NA,109,98,8483,8689,501,2351,2559,2494,2093,2913,1772,1171,738,371,155,40,9,5,0,250,1184,1287,1223,1078,1437,856,565,341,175,67,16,2,2,0,251,1167,1272,1271,1015,1476,916,606,397,196,88,24,7,3,0,1868,0,1
G0100790,1850,Alabama,10,Lawrence,790,Lawrence,2040.76758582139,15258,64,24,40,6852,3602,3250,0,0,8342,4052,4290,26,2671,125525,153286,930,1604406,123711,3831,4072,1341,6188,1116,46778,8247,660,13729,0,168511,0,0,500,0,0,0,0,13427,2,1734,0,815114,11284,0,0,88858,34923,3630,146,0,70786,3866,0,4820,0,17630,1,0,34,41,728,1,34,0,0,0,0,0,0,1271,582,689,1271,11,2,NA,NA,NA,0,0,NA,NA,0,NA,14,0,8,NA,NA,0,NA,NA,0,0,0,243,166,409,NA,108,163,7678,7580,408,2067,2292,2189,1943,2684,1494,1036,653,329,104,36,9,5,9,199,1045,1135,1090,999,1339,764,535,323,167,54,21,3,1,3,209,1022,1157,1099,944,1345,730,501,330,162,50,15,6,4,6,1469,1,1
G0100830,1850,Alabama,10,Limestone,830,Limestone,1572.61949084012,16483,21,10,11,8063,4081,3982,0,0,8399,4191,4208,10,3235,103001,127215,649,1981287,143890,3542,3101,1099,4842,2088,48590,8625,52,12457,21,96393,0,0,120,28,0,108,0,14809,24,3324,97,861664,13643,0,0,85977,26092,2199,298,3,59571,15514,0,3243,0,15900,5,0,28,290,665,10,28,0,0,0,0,0,0,1474,682,792,1474,8,1,NA,NA,NA,0,0,NA,NA,0,NA,11,0,7,NA,NA,0,NA,NA,0,0,0,218,234,452,NA,114,190,8282,8201,452,2328,2446,2279,1991,2772,1743,1118,737,391,157,55,9,5,0,234,1174,1211,1117,1018,1431,843,563,370,208,81,27,2,3,0,218,1154,1235,1162,973,1341,900,555,367,183,76,28,7,2,0,1429,0,1
G0100850,1850,Alabama,10,Lowndes,850,Lowndes,2189.21670953956,21915,8,0,8,14649,7294,7355,0,0,7258,3444,3814,52,2989,157560,244447,874,1800772,160886,3426,5529,2657,14260,1160,60497,10210,13,27074,0,74777,0,0,0,0,0,0,0,23872,0,0,5,933287,5330,0,0,95901,10525,161155,206,0,163505,1450,0,3880,0,17798,3,0,18,150,466,3,18,0,0,1,0,0,0,1012,496,516,1011,11,2,NA,NA,NA,1,0,NA,NA,0,NA,19,0,3,NA,NA,0,NA,NA,0,0,0,110,252,362,NA,75,145,10738,11177,362,3118,3392,3001,2331,3921,2659,1560,862,498,163,29,7,6,6,176,1514,1696,1457,1177,1940,1307,755,378,236,76,16,5,4,1,186,1604,1696,1544,1154,1981,1352,805,484,262,87,13,2,2,5,1354,0,1
G0100870,1850,Alabama,10,Macon,870,Macon,2380.66514431675,26898,16,8,8,15596,7860,7736,0,0,11286,5373,5913,41,6756,186014,292729,1203,2490003,169642,3307,7206,2765,15745,2340,56743,10222,0,35990,0,145533,0,0,0,0,0,0,0,29089,0,0,0,998867,9683,0,0,187082,15136,191140,640,0,288880,20,0,13009,0,15411,12,0,16,784,568,30,22,0,0,0,0,0,0,1698,818,880,1698,13,0,NA,NA,NA,0,0,NA,NA,0,NA,12,0,2,NA,NA,0,NA,NA,0,0,1,253,383,636,NA,32,37,13241,13657,636,4137,4405,3853,2929,4887,3147,1588,779,350,96,33,9,1,48,341,2104,2176,1862,1559,2406,1477,728,347,151,46,17,4,1,22,295,2033,2229,1991,1370,2481,1670,860,432,199,50,16,5,0,26,1849,1,0
G0100890,1850,Alabama,10,Madison,890,Madison,2104.95437262607,26427,164,87,77,14326,7219,7107,2863,0,11937,5876,6061,90,3932,165024,163982,1080,3276203,153589,5252,5151,1830,8572,2261,63080,11463,442,12139,27,139676,0,0,969,38,0,200,10,20888,196,4942,45,1195037,20796,0,53,163074,36355,7710,581,3,80535,17548,0,7723,0,21018,2,0,30,130,800,5,30,0,0,1,0,0,0,2261,1080,1181,2260,10,0,NA,NA,NA,1,0,NA,NA,0,NA,20,0,12,NA,NA,0,NA,NA,0,0,0,337,378,715,NA,164,243,13182,13245,722,3589,3809,3682,3142,4526,2768,1996,1193,669,243,66,12,9,1,369,1841,1885,1810,1598,2266,1371,968,597,320,119,30,5,3,0,353,1748,1924,1872,1544,2260,1397,1028,596,349,124,36,7,6,1,2046,0,1
G0100910,1850,Alabama,10,Marengo,910,Marengo,2760.0013498353,27831,37,19,18,20693,10003,10690,0,0,7101,3272,3829,132,2711,174097,246556,818,3604083,178880,3435,5329,3402,10030,1824,59741,7752,0,1420,0,131460,0,0,0,0,0,0,0,32295,0,1,0,1242460,0,175,0,94540,1410,14550,65,0,261080,0,0,215,0,15908,5,0,21,212,376,13,21,0,0,0,0,0,0,1110,493,617,1110,9,0,NA,NA,NA,1,0,NA,NA,0,NA,10,0,6,NA,NA,0,NA,NA,1,0,0,165,387,552,NA,93,272,13294,14537,554,4161,3963,3395,3020,5318,3521,1958,1086,608,179,51,14,3,0,266,2045,1951,1565,1508,2534,1651,913,495,256,80,22,7,1,0,288,2116,2012,1830,1512,2784,1870,1045,591,352,99,29,7,2,0,1353,0,1
G0100930,1850,Alabama,10,Marion,930,Marion,2700.21152801802,7833,3,1,2,908,466,442,0,0,6922,3412,3510,6,2706,30018,84149,573,265408,38723,1908,3227,212,6256,988,24304,4424,0,11729,0,58426,0,0,1050,0,0,0,0,1552,0,0,0,91495,994,15,0,20466,2280,7825,101,0,39648,2821,0,3761,0,9222,0,0,3,0,63,0,3,0,0,0,0,0,0,940,418,522,940,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,205,26,231,NA,78,8,3879,3954,231,1236,1369,1117,883,1342,692,422,293,155,72,12,6,1,2,110,614,670,542,448,702,333,215,133,68,32,8,3,0,1,121,622,699,575,435,640,359,207,160,87,40,4,3,1,1,1108,0,0
G0100950,1850,Alabama,10,Marshall,950,Marshall,1997.23353891337,8846,26,13,13,868,446,422,0,0,7952,3934,4018,24,3192,27826,34389,586,416170,38758,1564,2293,296,3859,640,22462,2919,0,10022,0,49979,0,0,686,0,0,100,0,1966,30,7,0,357201,5082,0,20,30338,3387,2681,66,0,33240,8462,0,961,0,5818,0,0,20,0,429,0,21,0,0,0,1,0,1,1322,578,744,1323,3,0,NA,NA,NA,0,0,NA,NA,0,NA,6,0,2,NA,NA,0,NA,NA,0,0,0,340,37,377,NA,107,6,4393,4453,378,1210,1461,1263,1101,1457,870,523,339,159,61,20,4,0,0,185,588,697,620,562,741,457,275,145,80,31,10,2,0,0,193,622,764,643,539,716,413,248,194,79,30,10,2,0,0,1301,0,1
G0100970,1850,Alabama,10,Mobile,970,Mobile,3231.3819372903,27600,941,545,396,9356,4737,4619,20515,0,17303,7824,9479,4935,5444,5152,39544,249,495660,23530,947,2401,316,6771,217,5141,976,0,620,0,26705,0,0,1770,0,0,0,0,0,0,606,7,34500,13509,0,0,2260,2457,90402,0,0,44720,0,0,0,85,864,8,1,34,718,1774,69,57,32,175,99,53,32,21,2247,992,1255,2201,3,0,NA,NA,NA,2,0,NA,NA,0,NA,4,3,3,NA,NA,4,NA,NA,0,1,0,544,98,642,NA,529,193,13106,14494,659,2985,3273,3002,2501,5733,4887,2543,1197,511,191,72,24,19,3,335,1543,1647,1534,1387,2666,1955,1054,554,264,99,39,15,13,1,324,1442,1626,1468,1114,3067,2932,1489,643,247,92,33,9,6,2,3027,0,1
G0100990,1850,Alabama,10,Monroe,990,Monroe,2679.12555804653,12013,40,19,21,6325,3206,3119,0,0,5648,2714,2934,54,1596,67188,191523,692,842285,77910,1856,4580,949,10906,1176,35290,7988,5,31516,0,49875,1880,2,339,0,0,0,0,6977,0,35,22,409506,2445,0,0,20375,14141,100031,136,0,140935,1670,0,1753,0,12115,2,0,8,90,167,4,8,0,0,0,0,0,0,827,340,487,827,10,0,NA,NA,NA,0,1,NA,NA,1,NA,10,0,3,NA,NA,0,NA,NA,1,0,0,205,198,403,NA,94,105,5939,6074,403,1563,1838,1696,1280,2045,1397,807,553,292,95,27,15,0,2,209,785,900,821,638,1024,684,413,272,130,41,17,4,0,1,194,778,938,875,642,1021,713,394,281,162,54,10,11,0,1,1005,0,1
G0101010,1850,Alabama,10,Montgomery,1010,Montgomery,2609.97368636903,29711,115,68,47,19427,9610,9817,8728,0,10169,4721,5448,367,4567,203045,284804,962,2864322,212495,3747,6863,3283,3885,1830,69948,12203,0,37592,0,130546,161,20,0,0,0,0,0,25326,0,11,0,1265645,7396,0,0,191853,39622,156539,637,0,293488,0,0,1795,1,26043,3,0,16,264,366,12,20,0,0,0,0,0,0,1648,744,904,1648,7,0,NA,NA,NA,1,0,NA,NA,0,NA,10,0,1,NA,NA,1,NA,NA,0,0,0,255,347,602,NA,172,417,14399,15312,611,3908,4206,3770,3315,5709,3694,2233,1311,663,215,51,16,9,0,296,1927,2100,1783,1729,2721,1693,1079,624,315,98,22,7,5,0,315,1981,2106,1987,1586,2988,2001,1154,687,348,117,29,9,4,0,1881,1,1
G0101030,1850,Alabama,10,Morgan,1030,Morgan,1624.81411566726,10125,51,23,28,3437,1713,1724,0,0,6637,3318,3319,23,2238,64123,102821,584,893597,64174,2852,3284,478,6658,1009,31839,5964,231,4759,60,75909,0,0,500,2,0,0,0,4777,0,470,0,464440,4647,0,0,56346,13511,1960,4615,0,43115,3252,0,1533,0,9679,1,0,9,30,172,1,9,0,0,0,0,0,0,710,304,406,710,12,2,NA,NA,NA,0,0,NA,NA,0,NA,15,0,3,NA,NA,0,NA,NA,0,0,0,162,101,263,NA,92,71,5054,5071,263,1342,1648,1480,1269,1643,1027,687,392,241,92,36,4,1,0,130,647,832,715,619,870,550,331,189,110,41,18,2,0,0,133,695,816,765,650,773,477,356,203,131,51,18,2,1,0,1103,1,1
G0101050,1850,Alabama,10,Perry,1050,Perry,2428.45163924187,22285,26,11,15,13917,6804,7113,0,0,8342,4082,4260,104,3064,159822,207448,1006,2618994,199184,2945,5577,2965,7776,1288,46022,9014,205,19379,0,108454,200,0,0,0,0,0,0,24524,0,3908,0,934116,598,0,0,67870,28202,160,341,0,184616,0,0,7375,0,17994,6,1,26,548,714,31,26,5,115,0,0,0,0,1542,751,791,1542,7,1,NA,NA,NA,2,0,NA,NA,0,NA,6,0,4,NA,NA,0,NA,NA,0,0,0,202,342,544,NA,42,176,10897,11388,544,3220,3308,3059,2465,4140,2679,1465,815,418,119,34,9,10,0,280,1611,1687,1585,1268,1934,1207,678,374,196,56,16,1,4,0,264,1609,1621,1474,1197,2206,1472,787,441,222,63,18,8,6,0,1332,0,0
G0101070,1850,Alabama,10,Pickens,1070,Pickens,2504.80886690128,21512,6,2,4,10534,5211,5323,0,0,10972,5338,5634,94,4737,147014,235883,1438,1778547,157453,3808,5918,1798,11388,1784,50478,12439,0,11761,0,118707,0,0,100,0,0,0,0,12305,0,53,0,868705,1695,0,0,54078,12012,32614,134,0,157537,642,0,10613,0,21398,7,0,34,336,718,13,34,0,0,0,0,0,0,2024,774,1250,2024,21,0,NA,NA,NA,0,0,NA,NA,0,NA,14,0,9,NA,NA,0,NA,NA,0,0,0,284,241,525,NA,138,185,10551,10961,525,2994,3445,2985,2556,3895,2292,1390,837,393,158,30,8,3,1,280,1489,1731,1478,1245,1913,1074,668,403,181,66,15,5,2,1,245,1505,1714,1507,1311,1982,1218,722,434,212,92,15,3,1,0,1896,0,0
G0101090,1850,Alabama,10,Pike,1090,Pike,2897.10833329489,15920,24,12,12,3794,1912,1882,0,0,12102,5921,6181,32,5525,93431,165234,1533,963742,115611,3207,6315,553,9545,1856,50657,7245,0,49465,0,63733,830,0,0,0,0,0,0,8679,0,0,0,531192,2184,0,0,41323,13408,72310,120,0,151657,271,0,5986,0,11803,4,0,24,195,498,6,24,0,0,0,2,0,2,1831,802,1029,1833,15,0,NA,NA,NA,0,0,NA,NA,0,NA,13,0,0,NA,NA,0,NA,NA,0,0,0,317,64,381,NA,107,38,7845,8075,382,2451,2791,2295,1739,2735,1460,969,641,305,112,26,10,4,0,199,1225,1399,1139,828,1387,674,500,291,137,48,13,5,0,0,183,1226,1392,1156,911,1348,786,469,350,168,64,13,5,4,0,1973,0,0
G0101110,1850,Alabama,10,Randolph,1110,Randolph,2303.80128655681,11581,29,14,15,936,493,443,0,0,10616,5169,5447,19,6576,41477,111572,969,607907,51943,2105,3701,386,7777,1445,33380,7078,98,18299,3,106953,3,0,986,0,0,75,1,1986,0,20,0,319183,3986,0,0,35250,5682,7185,223,10,60930,3609,0,18212,7,11223,0,0,60,0,1829,0,60,0,0,0,0,0,0,1794,818,976,1794,18,2,NA,NA,NA,0,0,NA,NA,0,NA,20,0,0,NA,NA,0,NA,NA,0,0,0,198,34,232,NA,60,7,5676,5905,232,1938,2080,1720,1266,1737,1081,724,431,229,111,21,10,1,0,103,916,1055,821,657,900,527,336,185,115,47,9,4,1,0,129,1022,1025,899,609,837,554,388,246,114,64,12,6,0,0,1904,0,0
G0101130,1850,Alabama,10,Russell,1130,Russell,2248.66177249037,19548,32,13,19,11111,5539,5572,0,0,8405,3981,4424,24,5163,148947,223857,1049,1724187,152285,2466,5752,2089,14494,1567,43109,7174,28,0,10,72131,0,0,1175,0,0,0,0,21088,0,0,0,683164,4029,0,0,97450,49138,119150,558,0,181651,5,0,16425,50,10912,2,0,25,163,600,4,25,0,0,0,0,0,0,828,397,431,828,13,0,NA,NA,NA,1,0,NA,NA,0,NA,12,0,0,NA,NA,0,NA,NA,0,0,0,8,0,8,NA,46,74,9533,10015,8,3220,3192,2694,2273,3261,2298,1299,698,422,126,41,13,3,0,4,1577,1550,1315,1169,1665,1049,591,333,188,64,19,8,1,0,4,1643,1642,1379,1104,1596,1249,708,365,234,62,22,5,2,0,1411,0,0
G0101150,1850,Alabama,10,St Clair,1150,St Clair,1919.15066798291,6829,7,3,4,1321,668,653,0,0,5501,2672,2829,2,2148,31841,71879,573,377090,44991,1816,2599,273,3891,694,23854,4556,8,18991,0,64442,0,0,233,0,0,0,0,1434,0,0,0,283377,2967,0,0,22913,8500,5796,7,0,38054,7374,0,4424,0,8096,0,0,12,0,120,0,12,0,0,0,0,0,0,686,305,381,686,9,0,NA,NA,NA,0,0,NA,NA,0,NA,15,0,2,NA,NA,0,NA,NA,0,0,0,183,41,224,NA,44,24,3343,3486,224,1036,1129,988,831,1087,638,384,300,148,45,18,1,0,0,105,509,533,477,421,553,321,185,155,55,18,11,0,0,0,119,527,596,511,410,534,317,199,145,93,27,7,1,0,0,944,0,0
G0101170,1850,Alabama,10,Shelby,1170,Shelby,2848.02411217919,9536,7,5,2,2376,1189,1187,0,0,7153,3472,3681,6,2271,51402,107147,693,646448,67126,2329,4227,549,5973,1118,31323,5188,23,28184,5,131743,0,0,225,0,0,0,0,3737,0,2,0,384389,5537,0,0,51909,18998,638,288,0,67763,3633,0,12944,0,10837,0,0,24,0,992,0,26,0,0,0,0,0,0,1093,486,607,1093,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,145,32,177,NA,62,7,4666,4870,177,1476,1568,1362,1230,1498,956,616,373,195,58,25,2,0,0,103,728,815,662,574,738,468,299,161,87,20,9,2,0,0,74,748,753,700,656,760,488,317,212,108,38,16,0,0,0,1170,0,0
G0101190,1850,Alabama,10,Sumter,1190,Sumter,2365.48468301063,22250,50,23,27,14831,7346,7485,0,0,7369,3479,3890,95,3026,154785,187816,668,1780640,136937,3200,5588,2166,10443,2399,49506,9497,6,17634,0,98089,0,0,586,0,0,40,0,14066,0,278,0,926826,4887,0,0,62359,6723,13340,537,0,182007,100,0,7162,0,14741,4,0,19,160,433,7,20,0,0,1,0,0,0,1179,552,627,1178,13,0,NA,NA,NA,1,0,NA,NA,0,NA,12,0,14,NA,NA,0,NA,NA,0,0,0,231,374,605,NA,118,157,10848,11402,606,3217,3287,2956,2482,4068,2654,1585,798,422,128,27,8,6,6,292,1563,1652,1450,1270,1986,1238,761,360,184,70,15,3,1,3,314,1654,1635,1506,1212,2082,1416,824,438,238,58,12,5,5,3,1342,0,1
G0101210,1850,Alabama,10,Talladega,1210,Talladega,3229.5060843516,18624,36,16,20,6971,3601,3370,0,0,11617,5716,5901,47,5836,96999,182645,998,1607153,113811,2656,4968,1469,8884,1575,42496,9445,5,7663,0,117472,0,0,0,0,0,0,0,8509,0,0,0,715584,4817,0,0,114550,23783,3316,135,0,115105,878,0,7277,0,16755,8,0,29,370,715,15,29,0,0,0,0,0,0,2081,973,1108,2081,21,0,NA,NA,NA,0,0,NA,NA,0,NA,19,0,7,NA,NA,0,NA,NA,0,0,0,370,198,568,NA,83,96,9333,9291,568,2835,3200,2768,2138,2960,1830,1193,631,329,129,35,3,3,2,270,1428,1595,1441,1086,1498,899,589,284,156,64,17,3,3,0,298,1407,1605,1327,1052,1462,931,604,347,173,65,18,0,0,2,1861,0,0
G0101230,1850,Alabama,10,Tallapoosa,1230,Tallapoosa,2360.23291312088,15584,0,0,0,4073,2075,1998,0,0,11511,5647,5864,9,7684,76207,194950,1270,1017801,86192,2591,4396,789,8832,1658,35298,9367,154,41007,0,94099,0,0,0,0,0,0,0,6589,0,0,0,462276,4040,0,0,60423,22738,32001,192,0,102371,1775,0,17800,0,15352,3,0,6,135,140,3,6,0,0,0,0,0,0,1210,621,589,1210,20,1,NA,NA,NA,0,0,NA,NA,0,NA,4,0,0,NA,NA,0,NA,NA,0,0,1,341,95,436,NA,74,43,7722,7862,436,1744,1976,2116,1986,2816,2014,1467,625,235,112,46,9,1,1,211,882,965,982,984,1429,1006,758,304,114,57,24,6,0,0,225,862,1011,1134,1002,1387,1008,709,321,121,55,22,3,1,1,2037,0,0
G0101250,1850,Alabama,10,Tuscaloosa,1250,Tuscaloosa,3711.34113930104,18056,8,3,5,7477,3722,3755,0,0,10571,5407,5164,100,3807,97833,241605,1115,1087655,136114,2784,5157,1462,10345,1916,38842,10225,16,19453,0,84543,0,0,196,0,0,0,0,73561,0,1902,0,626452,3060,0,0,50271,27729,18748,282,0,114035,1080,0,3270,0,16329,4,1,16,150,404,9,16,9,90,0,0,0,0,1506,725,781,1506,22,0,NA,NA,NA,1,0,NA,NA,0,NA,19,0,11,NA,NA,0,NA,NA,0,0,0,340,184,524,NA,65,35,9132,8924,524,2136,2440,2193,2338,3398,2045,1453,843,440,169,63,11,3,0,260,1048,1294,1111,1155,1692,1039,745,430,231,86,33,6,2,0,264,1088,1146,1082,1183,1706,1006,708,413,209,83,30,5,1,0,1914,0,0
G0101270,1850,Alabama,10,Walker,1270,Walker,2383.15741293997,5124,1,0,1,266,135,131,0,0,4857,2367,2490,1,1409,19831,44905,609,244154,25909,1149,2019,108,3441,731,23126,3351,0,5087,0,48265,8604,0,610,0,0,0,0,592,0,0,0,202476,761,0,0,7073,5887,711,0,1,27806,4745,0,831,0,6124,0,0,2,0,45,0,2,0,0,0,0,0,0,222,95,127,222,12,0,NA,NA,NA,0,0,NA,NA,0,NA,9,0,0,NA,NA,0,NA,NA,0,0,0,166,6,172,NA,24,4,2502,2622,172,841,917,729,556,808,442,313,192,95,48,11,0,0,0,59,415,450,353,285,410,224,158,91,37,16,4,0,0,0,113,426,467,376,271,398,218,155,101,58,32,7,0,0,0,799,0,0
G0101290,1850,Alabama,10,Washington,1290,Washington,2830.99557384043,2713,22,13,9,1496,722,774,0,0,1195,579,616,1,407,12001,45110,141,176521,15056,639,4055,259,8737,382,11247,2214,0,3451,0,14479,0,0,60,0,0,0,0,988,0,9,0,101483,1334,0,0,934,3077,44300,3,0,35339,193,0,52,0,3158,0,0,6,0,120,0,6,0,0,0,0,0,0,85,45,40,85,1,0,NA,NA,NA,0,0,NA,NA,0,NA,6,0,0,NA,NA,0,NA,NA,0,0,0,31,27,58,NA,7,27,1314,1399,58,380,405,332,317,500,303,183,116,83,29,6,1,0,0,26,191,208,169,143,238,144,88,54,39,12,2,0,0,0,32,189,197,163,174,262,159,95,62,44,17,4,1,0,0,258,0,1
